respID,qID,altID,obsID,price,modelyear,powertrain,brand,Warranty,range,Mileage,ChargingStation,powertrain_Electric,powertrain_Gas,image
570,3,2,2279,7000,4,Gas,Tesla,No,200,33000,NA,0,1,Tesla_Model_3.jpg
570,4,1,2280,16000,2,Electric,Mercedes,No,150,32000,free,1,0,MB_EQ.jpg
570,4,2,2280,27000,4,Gas,Mercedes,Yes,250,36000,NA,0,1,MB_C300.jpg
571,1,1,2281,25000,1,Electric,Mercedes,Yes,150,50000,paid,1,0,MB_EQ.jpg
571,1,2,2281,8000,3,Gas,Nissan,Yes,200,15000,NA,0,1,Nissan_Gas.jpg
571,2,1,2282,13000,3,Electric,Tesla,Yes,100,36000,discounted,1,0,Tesla_Model_3.jpg
571,2,2,2282,15000,1,Gas,Mercedes,No,250,15000,NA,0,1,MB_C300.jpg
571,3,1,2283,7000,1,Electric,Nissan,No,150,38000,free,1,0,Nissan_Leaf.jpg
571,3,2,2283,22000,5,Gas,Nissan,No,200,31000,NA,0,1,Nissan_Gas.jpg
571,4,1,2284,33000,1,Electric,Nissan,No,250,36000,discounted,1,0,Nissan_Leaf.jpg
571,4,2,2284,33000,3,Gas,Tesla,No,150,12000,NA,0,1,Tesla_Model_3.jpg
572,1,1,2285,49000,1,Electric,Mercedes,No,200,44000,paid,1,0,MB_EQ.jpg
572,1,2,2285,49000,5,Gas,Tesla,No,200,34000,NA,0,1,Tesla_Model_3.jpg
572,2,1,2286,23000,1,Electric,Nissan,No,100,29000,free,1,0,Nissan_Leaf.jpg
572,2,2,2286,27000,3,Gas,Mercedes,Yes,100,24000,NA,0,1,MB_C300.jpg
572,3,1,2287,31000,1,Electric,Mercedes,No,150,48000,free,1,0,MB_EQ.jpg
572,3,2,2287,20000,4,Gas,Tesla,Yes,200,18000,NA,0,1,Tesla_Model_3.jpg
572,4,1,2288,26000,3,Electric,Mercedes,Yes,100,17000,discounted,1,0,MB_EQ.jpg
572,4,2,2288,20000,5,Gas,Nissan,Yes,150,11000,NA,0,1,Nissan_Gas.jpg
573,1,1,2289,49000,4,Electric,Nissan,Yes,250,14000,paid,1,0,Nissan_Leaf.jpg
573,1,2,2289,47000,3,Gas,Nissan,No,100,44000,NA,0,1,Nissan_Gas.jpg
573,2,1,2290,37000,1,Electric,Nissan,No,150,34000,paid,1,0,Nissan_Leaf.jpg
573,2,2,2290,7000,3,Gas,Mercedes,Yes,100,30000,NA,0,1,MB_C300.jpg
573,3,1,2291,40000,4,Electric,Tesla,Yes,200,34000,paid,1,0,Tesla_Model_3.jpg
573,3,2,2291,32000,5,Gas,Tesla,No,200,12000,NA,0,1,Tesla_Model_3.jpg
573,4,1,2292,26000,1,Electric,Mercedes,Yes,150,7000,discounted,1,0,MB_EQ.jpg
573,4,2,2292,12000,1,Gas,Mercedes,No,150,36000,NA,0,1,MB_C300.jpg
574,1,1,2293,17000,5,Electric,Nissan,Yes,250,45000,discounted,1,0,Nissan_Leaf.jpg
574,1,2,2293,50000,2,Gas,Tesla,No,200,34000,NA,0,1,Tesla_Model_3.jpg
574,2,1,2294,23000,3,Electric,Nissan,Yes,100,6000,discounted,1,0,Nissan_Leaf.jpg
574,2,2,2294,26000,1,Gas,Mercedes,No,150,40000,NA,0,1,MB_C300.jpg
574,3,1,2295,42000,1,Electric,Tesla,Yes,100,10000,discounted,1,0,Tesla_Model_3.jpg
574,3,2,2295,20000,1,Gas,Tesla,No,250,12000,NA,0,1,Tesla_Model_3.jpg
574,4,1,2296,50000,2,Electric,Tesla,No,200,24000,paid,1,0,Tesla_Model_3.jpg
574,4,2,2296,20000,3,Gas,Tesla,No,250,21000,NA,0,1,Tesla_Model_3.jpg
575,1,1,2297,28000,5,Electric,Mercedes,No,200,19000,paid,1,0,MB_EQ.jpg
575,1,2,2297,33000,3,Gas,Nissan,Yes,150,25000,NA,0,1,Nissan_Gas.jpg
575,2,1,2298,42000,3,Electric,Mercedes,Yes,200,46000,discounted,1,0,MB_EQ.jpg
575,2,2,2298,20000,2,Gas,Tesla,Yes,250,17000,NA,0,1,Tesla_Model_3.jpg
575,3,1,2299,47000,5,Electric,Mercedes,No,100,19000,free,1,0,MB_EQ.jpg
575,3,2,2299,37000,3,Gas,Nissan,Yes,250,10000,NA,0,1,Nissan_Gas.jpg
575,4,1,2300,46000,4,Electric,Tesla,Yes,150,44000,paid,1,0,Tesla_Model_3.jpg
575,4,2,2300,16000,3,Gas,Nissan,Yes,150,44000,NA,0,1,Nissan_Gas.jpg
576,1,1,2301,28000,3,Electric,Mercedes,Yes,150,15000,paid,1,0,MB_EQ.jpg
576,1,2,2301,41000,1,Gas,Tesla,Yes,150,34000,NA,0,1,Tesla_Model_3.jpg
576,2,1,2302,47000,3,Electric,Tesla,No,150,45000,free,1,0,Tesla_Model_3.jpg
576,2,2,2302,27000,4,Gas,Tesla,No,200,36000,NA,0,1,Tesla_Model_3.jpg
576,3,1,2303,10000,3,Electric,Mercedes,Yes,250,30000,discounted,1,0,MB_EQ.jpg
576,3,2,2303,33000,3,Gas,Nissan,No,250,48000,NA,0,1,Nissan_Gas.jpg
576,4,1,2304,21000,3,Electric,Mercedes,No,100,19000,discounted,1,0,MB_EQ.jpg
576,4,2,2304,7000,2,Gas,Tesla,No,150,37000,NA,0,1,Tesla_Model_3.jpg
577,1,1,2305,19000,1,Electric,Mercedes,Yes,200,42000,paid,1,0,MB_EQ.jpg
577,1,2,2305,18000,4,Gas,Mercedes,Yes,200,47000,NA,0,1,MB_C300.jpg
577,2,1,2306,12000,3,Electric,Mercedes,No,200,9000,free,1,0,MB_EQ.jpg
577,2,2,2306,23000,3,Gas,Nissan,Yes,200,35000,NA,0,1,Nissan_Gas.jpg
577,3,1,2307,7000,3,Electric,Tesla,Yes,150,40000,free,1,0,Tesla_Model_3.jpg
577,3,2,2307,26000,4,Gas,Mercedes,No,100,8000,NA,0,1,MB_C300.jpg
577,4,1,2308,25000,4,Electric,Mercedes,Yes,100,49000,discounted,1,0,MB_EQ.jpg
577,4,2,2308,46000,1,Gas,Mercedes,Yes,150,29000,NA,0,1,MB_C300.jpg
578,1,1,2309,37000,1,Electric,Nissan,Yes,200,19000,discounted,1,0,Nissan_Leaf.jpg
578,1,2,2309,32000,4,Gas,Tesla,No,250,18000,NA,0,1,Tesla_Model_3.jpg
578,2,1,2310,32000,1,Electric,Nissan,No,150,50000,free,1,0,Nissan_Leaf.jpg
578,2,2,2310,14000,4,Gas,Tesla,Yes,250,20000,NA,0,1,Tesla_Model_3.jpg
578,3,1,2311,18000,1,Electric,Nissan,Yes,200,20000,paid,1,0,Nissan_Leaf.jpg
578,3,2,2311,41000,1,Gas,Mercedes,Yes,200,20000,NA,0,1,MB_C300.jpg
578,4,1,2312,24000,5,Electric,Tesla,No,150,12000,free,1,0,Tesla_Model_3.jpg
578,4,2,2312,33000,2,Gas,Nissan,No,200,45000,NA,0,1,Nissan_Gas.jpg
579,1,1,2313,17000,2,Electric,Tesla,Yes,100,40000,free,1,0,Tesla_Model_3.jpg
579,1,2,2313,37000,4,Gas,Mercedes,Yes,100,14000,NA,0,1,MB_C300.jpg
579,2,1,2314,35000,4,Electric,Mercedes,Yes,100,42000,free,1,0,MB_EQ.jpg
579,2,2,2314,31000,3,Gas,Nissan,Yes,200,14000,NA,0,1,Nissan_Gas.jpg
579,3,1,2315,29000,2,Electric,Tesla,Yes,250,44000,paid,1,0,Tesla_Model_3.jpg
579,3,2,2315,21000,3,Gas,Tesla,No,200,44000,NA,0,1,Tesla_Model_3.jpg
579,4,1,2316,43000,2,Electric,Tesla,No,250,44000,discounted,1,0,Tesla_Model_3.jpg
579,4,2,2316,41000,5,Gas,Tesla,No,100,7000,NA,0,1,Tesla_Model_3.jpg
580,1,1,2317,48000,5,Electric,Tesla,Yes,200,29000,discounted,1,0,Tesla_Model_3.jpg
580,1,2,2317,39000,3,Gas,Tesla,Yes,250,18000,NA,0,1,Tesla_Model_3.jpg
580,2,1,2318,12000,5,Electric,Nissan,Yes,150,41000,free,1,0,Nissan_Leaf.jpg
580,2,2,2318,14000,5,Gas,Nissan,Yes,150,47000,NA,0,1,Nissan_Gas.jpg
580,3,1,2319,28000,2,Electric,Tesla,No,250,48000,paid,1,0,Tesla_Model_3.jpg
580,3,2,2319,33000,1,Gas,Mercedes,No,100,7000,NA,0,1,MB_C300.jpg
580,4,1,2320,34000,2,Electric,Nissan,No,250,43000,discounted,1,0,Nissan_Leaf.jpg
580,4,2,2320,41000,4,Gas,Mercedes,No,250,21000,NA,0,1,MB_C300.jpg
581,1,1,2321,48000,3,Electric,Mercedes,Yes,250,13000,paid,1,0,MB_EQ.jpg
581,1,2,2321,33000,3,Gas,Tesla,No,150,38000,NA,0,1,Tesla_Model_3.jpg
581,2,1,2322,34000,4,Electric,Nissan,Yes,250,39000,free,1,0,Nissan_Leaf.jpg
581,2,2,2322,24000,1,Gas,Nissan,No,100,46000,NA,0,1,Nissan_Gas.jpg
581,3,1,2323,42000,3,Electric,Nissan,Yes,250,41000,free,1,0,Nissan_Leaf.jpg
581,3,2,2323,50000,5,Gas,Mercedes,Yes,150,28000,NA,0,1,MB_C300.jpg
581,4,1,2324,44000,3,Electric,Mercedes,Yes,100,7000,free,1,0,MB_EQ.jpg
581,4,2,2324,25000,3,Gas,Mercedes,Yes,200,19000,NA,0,1,MB_C300.jpg
582,1,1,2325,31000,1,Electric,Tesla,Yes,150,42000,free,1,0,Tesla_Model_3.jpg
582,1,2,2325,32000,4,Gas,Tesla,Yes,150,24000,NA,0,1,Tesla_Model_3.jpg
582,2,1,2326,37000,2,Electric,Tesla,No,250,45000,discounted,1,0,Tesla_Model_3.jpg
582,2,2,2326,10000,1,Gas,Tesla,No,100,45000,NA,0,1,Tesla_Model_3.jpg
582,3,1,2327,11000,1,Electric,Tesla,Yes,200,43000,paid,1,0,Tesla_Model_3.jpg
582,3,2,2327,17000,5,Gas,Mercedes,No,150,47000,NA,0,1,MB_C300.jpg
582,4,1,2328,41000,2,Electric,Nissan,Yes,250,43000,paid,1,0,Nissan_Leaf.jpg
582,4,2,2328,44000,4,Gas,Mercedes,Yes,200,23000,NA,0,1,MB_C300.jpg
583,1,1,2329,27000,3,Electric,Tesla,No,100,40000,free,1,0,Tesla_Model_3.jpg
583,1,2,2329,11000,1,Gas,Nissan,Yes,250,34000,NA,0,1,Nissan_Gas.jpg
583,2,1,2330,31000,5,Electric,Tesla,No,250,23000,paid,1,0,Tesla_Model_3.jpg
583,2,2,2330,17000,4,Gas,Mercedes,No,100,28000,NA,0,1,MB_C300.jpg
583,3,1,2331,27000,4,Electric,Tesla,Yes,150,12000,discounted,1,0,Tesla_Model_3.jpg
583,3,2,2331,10000,5,Gas,Tesla,Yes,200,44000,NA,0,1,Tesla_Model_3.jpg
583,4,1,2332,31000,2,Electric,Tesla,No,250,15000,paid,1,0,Tesla_Model_3.jpg
583,4,2,2332,12000,1,Gas,Mercedes,Yes,250,14000,NA,0,1,MB_C300.jpg
584,1,1,2333,26000,4,Electric,Nissan,Yes,100,8000,discounted,1,0,Nissan_Leaf.jpg
584,1,2,2333,31000,5,Gas,Mercedes,Yes,100,24000,NA,0,1,MB_C300.jpg
584,2,1,2334,34000,5,Electric,Nissan,No,250,48000,discounted,1,0,Nissan_Leaf.jpg
584,2,2,2334,47000,1,Gas,Nissan,Yes,250,19000,NA,0,1,Nissan_Gas.jpg
584,3,1,2335,30000,4,Electric,Tesla,No,250,35000,free,1,0,Tesla_Model_3.jpg
584,3,2,2335,18000,3,Gas,Mercedes,Yes,100,9000,NA,0,1,MB_C300.jpg
584,4,1,2336,36000,4,Electric,Mercedes,No,100,20000,free,1,0,MB_EQ.jpg
584,4,2,2336,12000,3,Gas,Mercedes,Yes,150,29000,NA,0,1,MB_C300.jpg
585,1,1,2337,23000,3,Electric,Mercedes,No,150,43000,paid,1,0,MB_EQ.jpg
585,1,2,2337,34000,2,Gas,Nissan,No,200,48000,NA,0,1,Nissan_Gas.jpg
585,2,1,2338,25000,3,Electric,Nissan,No,250,47000,paid,1,0,Nissan_Leaf.jpg
585,2,2,2338,21000,3,Gas,Tesla,No,200,24000,NA,0,1,Tesla_Model_3.jpg
585,3,1,2339,49000,5,Electric,Nissan,No,100,23000,paid,1,0,Nissan_Leaf.jpg
585,3,2,2339,36000,4,Gas,Nissan,Yes,150,12000,NA,0,1,Nissan_Gas.jpg
585,4,1,2340,27000,3,Electric,Nissan,Yes,100,49000,paid,1,0,Nissan_Leaf.jpg
585,4,2,2340,47000,5,Gas,Mercedes,No,200,11000,NA,0,1,MB_C300.jpg
586,1,1,2341,21000,4,Electric,Nissan,No,200,40000,discounted,1,0,Nissan_Leaf.jpg
586,1,2,2341,27000,5,Gas,Nissan,No,250,43000,NA,0,1,Nissan_Gas.jpg
586,2,1,2342,8000,5,Electric,Mercedes,No,150,21000,free,1,0,MB_EQ.jpg
586,2,2,2342,43000,2,Gas,Mercedes,No,100,47000,NA,0,1,MB_C300.jpg
586,3,1,2343,43000,3,Electric,Tesla,No,100,21000,free,1,0,Tesla_Model_3.jpg
586,3,2,2343,25000,4,Gas,Nissan,Yes,200,44000,NA,0,1,Nissan_Gas.jpg
586,4,1,2344,7000,1,Electric,Nissan,No,250,47000,discounted,1,0,Nissan_Leaf.jpg
586,4,2,2344,17000,2,Gas,Tesla,Yes,250,45000,NA,0,1,Tesla_Model_3.jpg
587,1,1,2345,41000,3,Electric,Tesla,No,150,13000,discounted,1,0,Tesla_Model_3.jpg
587,1,2,2345,16000,5,Gas,Tesla,Yes,100,23000,NA,0,1,Tesla_Model_3.jpg
587,2,1,2346,48000,3,Electric,Tesla,Yes,200,35000,paid,1,0,Tesla_Model_3.jpg
587,2,2,2346,22000,4,Gas,Nissan,No,150,20000,NA,0,1,Nissan_Gas.jpg
587,3,1,2347,47000,3,Electric,Tesla,Yes,150,34000,paid,1,0,Tesla_Model_3.jpg
587,3,2,2347,48000,2,Gas,Nissan,Yes,150,16000,NA,0,1,Nissan_Gas.jpg
587,4,1,2348,6000,5,Electric,Nissan,No,150,9000,paid,1,0,Nissan_Leaf.jpg
587,4,2,2348,38000,2,Gas,Nissan,No,150,40000,NA,0,1,Nissan_Gas.jpg
588,1,1,2349,46000,1,Electric,Nissan,Yes,100,6000,free,1,0,Nissan_Leaf.jpg
588,1,2,2349,43000,4,Gas,Tesla,Yes,200,18000,NA,0,1,Tesla_Model_3.jpg
588,2,1,2350,50000,3,Electric,Mercedes,No,100,14000,paid,1,0,MB_EQ.jpg
588,2,2,2350,44000,1,Gas,Mercedes,No,150,14000,NA,0,1,MB_C300.jpg
588,3,1,2351,9000,1,Electric,Nissan,Yes,150,5000,paid,1,0,Nissan_Leaf.jpg
588,3,2,2351,12000,1,Gas,Mercedes,Yes,100,21000,NA,0,1,MB_C300.jpg
588,4,1,2352,25000,2,Electric,Nissan,Yes,200,42000,paid,1,0,Nissan_Leaf.jpg
588,4,2,2352,49000,3,Gas,Mercedes,Yes,250,18000,NA,0,1,MB_C300.jpg
589,1,1,2353,17000,1,Electric,Tesla,No,150,47000,free,1,0,Tesla_Model_3.jpg
589,1,2,2353,39000,1,Gas,Mercedes,No,200,42000,NA,0,1,MB_C300.jpg
589,2,1,2354,21000,2,Electric,Mercedes,Yes,100,27000,paid,1,0,MB_EQ.jpg
589,2,2,2354,16000,2,Gas,Nissan,Yes,200,31000,NA,0,1,Nissan_Gas.jpg
589,3,1,2355,8000,1,Electric,Tesla,No,250,33000,free,1,0,Tesla_Model_3.jpg
589,3,2,2355,14000,2,Gas,Nissan,Yes,200,33000,NA,0,1,Nissan_Gas.jpg
589,4,1,2356,31000,1,Electric,Tesla,No,100,42000,discounted,1,0,Tesla_Model_3.jpg
589,4,2,2356,18000,4,Gas,Tesla,Yes,150,43000,NA,0,1,Tesla_Model_3.jpg
590,1,1,2357,37000,5,Electric,Nissan,Yes,150,16000,discounted,1,0,Nissan_Leaf.jpg
590,1,2,2357,21000,4,Gas,Nissan,No,200,8000,NA,0,1,Nissan_Gas.jpg
590,2,1,2358,29000,3,Electric,Tesla,Yes,100,16000,paid,1,0,Tesla_Model_3.jpg
590,2,2,2358,36000,4,Gas,Mercedes,No,100,45000,NA,0,1,MB_C300.jpg
590,3,1,2359,20000,4,Electric,Nissan,No,100,10000,paid,1,0,Nissan_Leaf.jpg
590,3,2,2359,40000,2,Gas,Mercedes,No,100,43000,NA,0,1,MB_C300.jpg
590,4,1,2360,27000,4,Electric,Tesla,Yes,100,20000,discounted,1,0,Tesla_Model_3.jpg
590,4,2,2360,21000,2,Gas,Tesla,No,250,30000,NA,0,1,Tesla_Model_3.jpg
591,1,1,2361,43000,3,Electric,Mercedes,Yes,150,5000,free,1,0,MB_EQ.jpg
591,1,2,2361,8000,4,Gas,Mercedes,Yes,250,6000,NA,0,1,MB_C300.jpg
591,2,1,2362,46000,5,Electric,Mercedes,Yes,100,16000,discounted,1,0,MB_EQ.jpg
591,2,2,2362,11000,1,Gas,Tesla,No,250,13000,NA,0,1,Tesla_Model_3.jpg
591,3,1,2363,48000,3,Electric,Tesla,Yes,100,21000,free,1,0,Tesla_Model_3.jpg
591,3,2,2363,30000,5,Gas,Tesla,No,250,27000,NA,0,1,Tesla_Model_3.jpg
591,4,1,2364,16000,5,Electric,Mercedes,Yes,200,8000,free,1,0,MB_EQ.jpg
591,4,2,2364,43000,2,Gas,Mercedes,Yes,100,39000,NA,0,1,MB_C300.jpg
592,1,1,2365,33000,5,Electric,Mercedes,Yes,100,14000,free,1,0,MB_EQ.jpg
592,1,2,2365,16000,3,Gas,Nissan,No,250,47000,NA,0,1,Nissan_Gas.jpg
592,2,1,2366,26000,1,Electric,Mercedes,Yes,150,43000,discounted,1,0,MB_EQ.jpg
592,2,2,2366,17000,1,Gas,Nissan,Yes,100,25000,NA,0,1,Nissan_Gas.jpg
592,3,1,2367,50000,3,Electric,Nissan,No,100,14000,discounted,1,0,Nissan_Leaf.jpg
592,3,2,2367,35000,5,Gas,Mercedes,No,100,50000,NA,0,1,MB_C300.jpg
592,4,1,2368,39000,4,Electric,Nissan,No,200,9000,paid,1,0,Nissan_Leaf.jpg
592,4,2,2368,17000,3,Gas,Mercedes,No,250,32000,NA,0,1,MB_C300.jpg
593,1,1,2369,7000,2,Electric,Mercedes,No,200,28000,paid,1,0,MB_EQ.jpg
593,1,2,2369,14000,2,Gas,Tesla,Yes,250,41000,NA,0,1,Tesla_Model_3.jpg
593,2,1,2370,37000,4,Electric,Nissan,Yes,100,9000,discounted,1,0,Nissan_Leaf.jpg
593,2,2,2370,36000,2,Gas,Mercedes,No,150,11000,NA,0,1,MB_C300.jpg
593,3,1,2371,13000,2,Electric,Nissan,Yes,250,7000,paid,1,0,Nissan_Leaf.jpg
593,3,2,2371,12000,3,Gas,Mercedes,Yes,250,30000,NA,0,1,MB_C300.jpg
593,4,1,2372,47000,5,Electric,Mercedes,No,250,16000,free,1,0,MB_EQ.jpg
593,4,2,2372,23000,1,Gas,Tesla,Yes,250,17000,NA,0,1,Tesla_Model_3.jpg
594,1,1,2373,49000,3,Electric,Mercedes,Yes,100,7000,discounted,1,0,MB_EQ.jpg
594,1,2,2373,16000,5,Gas,Nissan,No,150,44000,NA,0,1,Nissan_Gas.jpg
594,2,1,2374,13000,3,Electric,Mercedes,No,150,23000,paid,1,0,MB_EQ.jpg
594,2,2,2374,15000,2,Gas,Nissan,Yes,150,25000,NA,0,1,Nissan_Gas.jpg
594,3,1,2375,5000,2,Electric,Tesla,Yes,150,7000,free,1,0,Tesla_Model_3.jpg
594,3,2,2375,28000,4,Gas,Mercedes,No,250,13000,NA,0,1,MB_C300.jpg
594,4,1,2376,44000,5,Electric,Nissan,No,150,15000,discounted,1,0,Nissan_Leaf.jpg
594,4,2,2376,24000,2,Gas,Nissan,Yes,100,6000,NA,0,1,Nissan_Gas.jpg
595,1,1,2377,31000,1,Electric,Tesla,Yes,200,28000,paid,1,0,Tesla_Model_3.jpg
595,1,2,2377,48000,1,Gas,Nissan,Yes,100,19000,NA,0,1,Nissan_Gas.jpg
595,2,1,2378,46000,4,Electric,Tesla,Yes,150,6000,free,1,0,Tesla_Model_3.jpg
595,2,2,2378,43000,2,Gas,Mercedes,No,200,43000,NA,0,1,MB_C300.jpg
595,3,1,2379,36000,1,Electric,Mercedes,Yes,100,26000,free,1,0,MB_EQ.jpg
595,3,2,2379,18000,1,Gas,Mercedes,Yes,250,35000,NA,0,1,MB_C300.jpg
595,4,1,2380,41000,4,Electric,Nissan,No,100,11000,paid,1,0,Nissan_Leaf.jpg
595,4,2,2380,28000,1,Gas,Tesla,Yes,200,20000,NA,0,1,Tesla_Model_3.jpg
596,1,1,2381,32000,1,Electric,Nissan,No,150,49000,paid,1,0,Nissan_Leaf.jpg
596,1,2,2381,35000,5,Gas,Nissan,Yes,100,29000,NA,0,1,Nissan_Gas.jpg
596,2,1,2382,25000,2,Electric,Mercedes,Yes,250,46000,paid,1,0,MB_EQ.jpg
596,2,2,2382,29000,5,Gas,Nissan,No,100,29000,NA,0,1,Nissan_Gas.jpg
596,3,1,2383,5000,5,Electric,Nissan,Yes,100,20000,paid,1,0,Nissan_Leaf.jpg
596,3,2,2383,47000,5,Gas,Nissan,Yes,200,9000,NA,0,1,Nissan_Gas.jpg
596,4,1,2384,29000,3,Electric,Nissan,No,250,26000,free,1,0,Nissan_Leaf.jpg
596,4,2,2384,43000,4,Gas,Nissan,Yes,250,40000,NA,0,1,Nissan_Gas.jpg
597,1,1,2385,26000,5,Electric,Tesla,No,250,44000,paid,1,0,Tesla_Model_3.jpg
597,1,2,2385,23000,1,Gas,Mercedes,Yes,250,16000,NA,0,1,MB_C300.jpg
597,2,1,2386,34000,1,Electric,Nissan,Yes,150,14000,discounted,1,0,Nissan_Leaf.jpg
597,2,2,2386,46000,3,Gas,Mercedes,No,100,12000,NA,0,1,MB_C300.jpg
597,3,1,2387,23000,1,Electric,Tesla,No,150,49000,free,1,0,Tesla_Model_3.jpg
597,3,2,2387,6000,4,Gas,Nissan,Yes,200,30000,NA,0,1,Nissan_Gas.jpg
597,4,1,2388,14000,1,Electric,Tesla,Yes,100,36000,discounted,1,0,Tesla_Model_3.jpg
597,4,2,2388,42000,3,Gas,Nissan,Yes,100,28000,NA,0,1,Nissan_Gas.jpg
598,1,1,2389,50000,5,Electric,Nissan,Yes,200,20000,paid,1,0,Nissan_Leaf.jpg
598,1,2,2389,44000,5,Gas,Mercedes,Yes,150,46000,NA,0,1,MB_C300.jpg
598,2,1,2390,45000,1,Electric,Tesla,Yes,200,25000,paid,1,0,Tesla_Model_3.jpg
598,2,2,2390,34000,5,Gas,Tesla,No,200,39000,NA,0,1,Tesla_Model_3.jpg
598,3,1,2391,48000,4,Electric,Mercedes,No,200,29000,paid,1,0,MB_EQ.jpg
598,3,2,2391,25000,5,Gas,Nissan,Yes,250,8000,NA,0,1,Nissan_Gas.jpg
598,4,1,2392,38000,3,Electric,Nissan,Yes,150,37000,paid,1,0,Nissan_Leaf.jpg
598,4,2,2392,24000,5,Gas,Tesla,Yes,100,30000,NA,0,1,Tesla_Model_3.jpg
599,1,1,2393,32000,1,Electric,Nissan,No,250,29000,free,1,0,Nissan_Leaf.jpg
599,1,2,2393,17000,1,Gas,Tesla,No,150,36000,NA,0,1,Tesla_Model_3.jpg
599,2,1,2394,36000,5,Electric,Nissan,Yes,150,35000,free,1,0,Nissan_Leaf.jpg
599,2,2,2394,34000,1,Gas,Nissan,Yes,150,39000,NA,0,1,Nissan_Gas.jpg
599,3,1,2395,11000,1,Electric,Mercedes,Yes,150,38000,free,1,0,MB_EQ.jpg
599,3,2,2395,18000,3,Gas,Nissan,No,200,12000,NA,0,1,Nissan_Gas.jpg
599,4,1,2396,8000,3,Electric,Nissan,Yes,100,40000,discounted,1,0,Nissan_Leaf.jpg
599,4,2,2396,19000,3,Gas,Mercedes,No,100,21000,NA,0,1,MB_C300.jpg
600,1,1,2397,35000,5,Electric,Nissan,Yes,200,33000,paid,1,0,Nissan_Leaf.jpg
600,1,2,2397,48000,3,Gas,Mercedes,Yes,150,9000,NA,0,1,MB_C300.jpg
600,2,1,2398,24000,1,Electric,Mercedes,Yes,250,8000,free,1,0,MB_EQ.jpg
600,2,2,2398,32000,5,Gas,Nissan,Yes,150,37000,NA,0,1,Nissan_Gas.jpg
600,3,1,2399,27000,4,Electric,Nissan,Yes,200,25000,free,1,0,Nissan_Leaf.jpg
600,3,2,2399,43000,3,Gas,Tesla,Yes,250,45000,NA,0,1,Tesla_Model_3.jpg
600,4,1,2400,45000,4,Electric,Nissan,Yes,200,14000,paid,1,0,Nissan_Leaf.jpg
600,4,2,2400,48000,2,Gas,Nissan,No,200,36000,NA,0,1,Nissan_Gas.jpg
601,1,1,2401,20000,3,Electric,Tesla,Yes,200,17000,paid,1,0,Tesla_Model_3.jpg
601,1,2,2401,25000,1,Gas,Nissan,No,150,49000,NA,0,1,Nissan_Gas.jpg
601,2,1,2402,28000,4,Electric,Nissan,Yes,100,20000,discounted,1,0,Nissan_Leaf.jpg
601,2,2,2402,18000,4,Gas,Nissan,Yes,250,48000,NA,0,1,Nissan_Gas.jpg
601,3,1,2403,40000,1,Electric,Tesla,Yes,100,31000,paid,1,0,Tesla_Model_3.jpg
601,3,2,2403,42000,3,Gas,Nissan,No,200,28000,NA,0,1,Nissan_Gas.jpg
601,4,1,2404,21000,1,Electric,Mercedes,No,100,31000,free,1,0,MB_EQ.jpg
601,4,2,2404,39000,5,Gas,Tesla,No,200,50000,NA,0,1,Tesla_Model_3.jpg
602,1,1,2405,20000,1,Electric,Tesla,Yes,100,45000,free,1,0,Tesla_Model_3.jpg
602,1,2,2405,29000,2,Gas,Tesla,No,100,26000,NA,0,1,Tesla_Model_3.jpg
602,2,1,2406,35000,1,Electric,Mercedes,No,200,42000,free,1,0,MB_EQ.jpg
602,2,2,2406,34000,4,Gas,Tesla,Yes,150,19000,NA,0,1,Tesla_Model_3.jpg
602,3,1,2407,32000,2,Electric,Tesla,Yes,150,10000,free,1,0,Tesla_Model_3.jpg
602,3,2,2407,37000,2,Gas,Nissan,No,100,27000,NA,0,1,Nissan_Gas.jpg
602,4,1,2408,43000,4,Electric,Tesla,No,250,50000,paid,1,0,Tesla_Model_3.jpg
602,4,2,2408,32000,1,Gas,Nissan,No,150,23000,NA,0,1,Nissan_Gas.jpg
603,1,1,2409,44000,3,Electric,Mercedes,No,250,16000,discounted,1,0,MB_EQ.jpg
603,1,2,2409,32000,3,Gas,Nissan,Yes,250,38000,NA,0,1,Nissan_Gas.jpg
603,2,1,2410,44000,3,Electric,Nissan,No,200,35000,discounted,1,0,Nissan_Leaf.jpg
603,2,2,2410,21000,2,Gas,Mercedes,No,200,28000,NA,0,1,MB_C300.jpg
603,3,1,2411,9000,5,Electric,Nissan,Yes,200,27000,free,1,0,Nissan_Leaf.jpg
603,3,2,2411,50000,3,Gas,Nissan,Yes,150,31000,NA,0,1,Nissan_Gas.jpg
603,4,1,2412,30000,3,Electric,Mercedes,No,150,14000,paid,1,0,MB_EQ.jpg
603,4,2,2412,28000,3,Gas,Mercedes,Yes,200,32000,NA,0,1,MB_C300.jpg
604,1,1,2413,42000,1,Electric,Nissan,No,150,23000,free,1,0,Nissan_Leaf.jpg
604,1,2,2413,22000,4,Gas,Tesla,No,100,47000,NA,0,1,Tesla_Model_3.jpg
604,2,1,2414,27000,1,Electric,Mercedes,Yes,150,43000,paid,1,0,MB_EQ.jpg
604,2,2,2414,23000,2,Gas,Nissan,No,200,41000,NA,0,1,Nissan_Gas.jpg
604,3,1,2415,30000,4,Electric,Mercedes,No,250,17000,discounted,1,0,MB_EQ.jpg
